,lat,lng,cluster
1958,35.21511036,126.84637334,11
49,35.21419379,126.84634559,11
1941,35.21511036,126.84637334,11
1936,35.21511036,126.84637334,11
1934,35.21394382,126.84617894,11
1913,35.21511036,126.84637334,11
1911,35.21511036,126.84637334,11
1893,35.21511036,126.84637334,11
1249,35.21511036,126.84637334,11
1715,35.21383275,126.84781769,11
1697,35.21511036,126.84637334,11
1451,35.21424934,126.84642891,11
897,35.21424932,126.84526235,11
1433,35.21513813,126.84637334,11
1427,35.21419379,126.84634559,11
242,35.21399936,126.84573453,11
1402,35.21419379,126.84634559,11
1390,35.21419379,126.84634559,11
253,35.21458262,126.84540122,11
1377,35.2142771,126.84556788,11
1369,35.21427712,126.84645669,11
262,35.21424934,126.84642891,11
1362,35.21361053,126.84642893,11
1315,35.21424934,126.84642891,11
289,35.21361053,126.84642893,11
292,35.2142771,126.84556788,11
298,35.21438822,126.84673444,11
1282,35.21384304797752,126.84614466408028,11
230,35.21424934,126.84642891,11
135,35.21511036,126.84637334,11
1462,35.21513813,126.84637334,11
1495,35.21377716,126.84573454,11
1689,35.21458263,126.84573452,11
143,35.21361053,126.84642893,11
1676,35.21458263,126.84573452,11
1661,35.21424934,126.84642891,11
1620,35.21513813,126.84637334,11
1582,35.21419379,126.84634559,11
1581,35.21458264,126.8462067,11
1569,35.21377716,126.84573454,11
1560,35.21458263,126.84573452,11
1551,35.21419379,126.84634559,11
1523,35.21458264,126.8462067,11
1522,35.21434282673664,126.84613155294744,11
1518,35.21458263,126.84573452,11
1511,35.21377716,126.84573454,11
211,35.21383275,126.84781769,11
1503,35.21424934,126.84642891,11
212,35.21394382,126.84634559,11
1468,35.21458264,126.8462067,11
884,35.21458263,126.84573452,11
578,35.21419379,126.84634559,11
1311,35.21424934,126.84642891,11
876,35.21352326694386,126.8451109700956,11
605,35.21513813,126.84637334,11
515,35.21384304797752,126.84614466408028,11
802,35.21513813,126.84637334,11
803,35.21513813,126.84637334,11
846,35.21513813,126.84637334,11
615,35.21361053,126.84642893,11
847,35.21463817,126.84542899,11
807,35.21511036,126.84637334,11
616,35.21424934,126.84642891,11
808,35.21511036,126.84637334,11
800,35.21424934,126.84642891,11
870,35.21458264,126.84648445,11
816,35.21511036,126.84637334,11
548,35.2136383,126.84617895,11
865,35.21513813,126.84637334,11
486,35.213851,126.847819,11
536,35.21458263,126.84573452,11
824,35.21513813,126.84637334,11
858,35.21458263,126.84573452,11
827,35.21458264,126.8462067,11
828,35.21458263,126.84573452,11
683,35.21383275,126.84781769,11
629,35.21513813,126.84637334,11
490,35.21458263,126.84573452,11
597,35.21399936,126.84573453,11
672,35.21424932,126.84526235,11
773,35.21377716,126.84573454,11
764,35.21513813,126.84637334,11
788,35.21513813,126.84637334,11
765,35.21438822,126.84673444,11
774,35.21513813,126.84637334,11
779,35.21513813,126.84637334,11
508,35.21458263,126.84573452,11
912,35.21883207,126.84112371,12
231,35.21883207,126.84112371,12
327,35.22099849,126.84081813,12
524,35.21883207,126.84112371,12
1277,35.21910597729612,126.84149653222424,12
115,35.22099849,126.84081813,12
213,35.21883207,126.84112371,12
573,35.21883207,126.84112371,12
437,35.21883207,126.84112371,12
501,35.21910597729612,126.84149653222424,12
1554,35.21910597729612,126.84149653222424,12
193,35.21910597729612,126.84149653222424,12
1131,35.21910597729612,126.84149653222424,12
864,35.21883207,126.84112371,12
226,35.221669632257814,126.840725844307,12
379,35.22191504,126.84031815,12
63,35.21883207,126.84112371,12
133,35.21883207,126.84112371,12
913,35.21910597729612,126.84149653222424,12
1234,35.21883207,126.84112371,12
417,35.221669632257814,126.840725844307,12
512,35.22099849,126.84081813,12
795,35.21910597729612,126.84149653222424,12
794,35.21883207,126.84112371,12
741,35.21883207,126.84112371,12
839,35.21883207,126.84112371,12
54,35.21910597729612,126.84149653222424,12
186,35.22019302,126.8406515,12
1215,35.21883207,126.84112371,12
1359,35.21883207,126.84112371,12
57,35.21883207,126.84112371,12
1201,35.22099849,126.8408459,12
554,35.21910597729612,126.84149653222424,12
1641,35.2064336,126.8706675,13
126,35.20463975,126.87217687,13
1639,35.20463975,126.87217687,13
1878,35.20590112844104,126.87171384597248,13
2043,35.20388981,126.8703715,13
2034,35.20388981,126.8703715,13
1865,35.206733693725496,126.87157571382087,13
2039,35.20590112844104,126.87171384597248,13
1690,35.2061014,126.8708406,13
359,35.2042509,126.87151028,13
1867,35.20388981,126.8703715,13
2026,35.20608403,126.87173243,13
1932,35.206733693725496,126.87157571382087,13
318,35.20463975,126.87217687,13
1933,35.20608403,126.87173243,13
325,35.2064336,126.8706675,13
2014,35.20536189,126.87217686,13
1905,35.20536189,126.87217686,13
1923,35.206733693725496,126.87157571382087,13
1747,35.20538968,126.87312122,13
1745,35.2042509,126.87151028,13
1165,35.2042509,126.87151028,13
836,35.20994411,126.83687431,14
552,35.20980524,126.83706874,14
655,35.2101663,126.83615215,14
1045,35.2101663,126.83615215,14
392,35.2101663,126.83615215,14
1755,35.2098803,126.8374548,14
1766,35.20949971,126.83654102,14
1719,35.20949971,126.83654102,14
380,35.20949971,126.83654102,14
1057,35.20769435,126.83556893,14
1038,35.2101663,126.83615215,14
1030,35.20975738873187,126.83742509094093,14
1055,35.20949971,126.83654102,14
717,35.20980524,126.83706874,14
1679,35.20902753,126.8359022,14
1302,35.2101663,126.83615215,14
1272,35.2098803,126.8374548,14
284,35.20902753,126.8359022,14
1264,35.2101663,126.83615215,14
1346,35.20902753,126.8359022,14
509,35.20949971,126.83654102,14
1361,35.2101663,126.83615215,14
513,35.20866648,126.83670769,14
1406,35.20874979,126.83595775,14
1204,35.20949971,126.83654102,14
804,35.20769435,126.83556893,14
676,35.20769435,126.83556893,14
1430,35.20902753,126.8359022,14
1480,35.20994411,126.83687431,14
1779,35.20936085,126.83742983,14
1171,35.2101663,126.83615215,14
1509,35.20994411,126.83687431,14
200,35.20902753,126.8359022,14
1138,35.20975738873187,126.83742509094093,14
1610,35.2101663,126.83615215,14
175,35.20902753,126.8359022,14
1664,35.20902753,126.8359022,14
1671,35.20874979,126.83595775,14
144,35.20975738873187,126.83742509094093,14
1448,35.20902753,126.8359022,14
1023,35.2101663,126.83615215,14
1285,35.20866648,126.83670769,14
1939,35.20936085,126.83742983,14
1807,35.20936085,126.83742983,14
877,35.20949971,126.83654102,14
624,35.20769435,126.83556893,14
894,35.21016629,126.83554109,14
1880,35.20936085,126.83742983,14
1834,35.20936085,126.83742983,14
923,35.20905900840268,126.83519233622224,14
1879,35.20936085,126.83742983,14
16,35.20962787195708,126.8372302977329,14
1796,35.20936085,126.83742983,14
1990,35.20936085,126.83742983,14
1881,35.20936085,126.83742983,14
560,35.20874979,126.83595775,14
1847,35.20866648,126.83670769,14
1793,35.20936085,126.83742983,14
1993,35.20936085,126.83742983,14
2000,35.20936085,126.83742983,14
979,35.20827,126.8359696,14
1035,35.18053043,126.81693237,15
367,35.18053043,126.81693237,15
1663,35.18053043,126.81693237,15
1100,35.2211931,126.85237266,16
1123,35.22133196,126.85115054,16
249,35.22130418,126.85115054,16
1619,35.22116533,126.85251153,16
1364,35.22116533,126.85251153,16
628,35.22116533,126.85251153,16
1370,35.22133196,126.85115054,16
1115,35.2211931,126.85237266,16
1114,35.22116533,126.85251153,16
455,35.22133196,126.85115054,16
256,35.22116533,126.85251153,16
753,35.22244295,126.85173379,16
250,35.22169131447119,126.8516352416907,16
1556,35.22133196,126.85115054,16
743,35.22116533,126.85251153,16
1606,35.22116533,126.85251153,16
469,35.21988769,126.85220604,16
64,35.22133196,126.85115054,16
1456,35.22116533,126.85251153,16
1465,35.22244295,126.85173379,16
1470,35.22133196,126.85115054,16
1907,35.22116533,126.85251153,16
220,35.22116533,126.85251153,16
333,35.22133196,126.85115054,16
334,35.22133196,126.85115054,16
929,35.221199023388955,126.8508394677052,16
339,35.22130418,126.85115054,16
317,35.22133196,126.85115054,16
716,35.22169131447119,126.8516352416907,16
926,35.22130418,126.85115054,16
1208,35.22133196,126.85115054,16
1209,35.22116533,126.85251153,16
1412,35.22133196,126.85115054,16
473,35.22116533,126.85251153,16
199,35.2211931,126.85237266,16
1558,35.22169131447119,126.8516352416907,16
1562,35.2211931,126.85237266,16
1570,35.22244295,126.85173379,16
320,35.22130418,126.85115054,16
1081,35.221199023388955,126.8508394677052,16
438,35.22169131447119,126.8516352416907,16
1080,35.221199023388955,126.8508394677052,16
971,35.22133196,126.85115054,16
1360,35.22116533,126.85251153,16
20,35.22116533,126.85251153,16
1303,35.22116533,126.85251153,16
460,35.2211931,126.85237266,16
268,35.22116533,126.85251153,16
488,35.2211931,126.85237266,16
507,35.2211931,126.85237266,16
1333,35.22169131447119,126.8516352416907,16
893,35.2211931,126.85237266,16
766,35.22116533,126.85251153,16
1761,35.22133196,126.85115054,16
95,35.22133196,126.85115054,16
998,35.22116533,126.85251153,16
282,35.22244295,126.85173379,16
786,35.22292943009585,126.85699992423802,16
393,35.22116533,126.85251153,16
889,35.22116533,126.85251153,16
1350,35.22116533,126.85251153,16
905,35.2188947,126.8532111,16
1021,35.22116533,126.85251153,16
465,35.22130418,126.85115054,16
1278,35.22133196,126.85115054,16
1018,35.22133196,126.85115054,16
404,35.2188947,126.8532111,16
1695,35.22244295,126.85173379,16
293,35.22116533,126.85251153,16
487,35.21991531,126.84281798,17
883,35.21947091,126.84281799,17
1310,35.2193623,126.842203,17
652,35.21947091,126.84281799,17
53,35.2192765,126.8430402,17
66,35.219119,126.843682,17
1212,35.219119,126.843682,17
772,35.21880434,126.84379014,17
1756,35.22022083,126.84306795,17
198,35.21994307,126.84229025,17
197,35.21877657,126.84381792,17
1283,35.22022083,126.84306795,17
228,35.21877657,126.84381792,17
1414,35.21947091,126.84281799,17
1175,35.21991531,126.84281798,17
1429,35.21877657,126.84381792,17
869,35.219119,126.843682,17
618,35.21947091,126.84281799,17
714,35.21991531,126.8427902,17
810,35.21985977,126.84373456,17
1517,35.22022083,126.84306795,17
433,35.219119,126.843682,17
1415,35.22022083,126.84306795,17
472,35.21985977,126.84373456,17
1791,35.2188248,126.8427451,17
238,35.22022083,126.84306795,17
873,35.21994307,126.84229025,17
892,35.22022083,126.84306795,17
323,35.22047079,126.84242911,17
1547,35.21997085,126.84231802,17
718,35.21947091,126.84281799,17
707,35.21947091,126.84281799,17
102,35.21947091,126.84281799,17
189,35.21994307,126.84229025,17
1642,35.21880434,126.84379014,17
695,35.22022083,126.84306795,17
1104,35.21944314,126.84281799,17
1342,35.21985977,126.84373456,17
2003,35.21991531,126.84281798,17
364,35.21941537,126.84304019,17
1066,35.22022083,126.84306795,17
160,35.22027637,126.84240134,17
159,35.22027637,126.84242911,17
263,35.2193623,126.842203,17
1071,35.21994307,126.84229025,17
682,35.21880434,126.84379014,17
141,35.22038747,126.84215136,17
632,35.21944314,126.84281799,17
1666,35.2204937,126.8424079,17
368,35.21947091,126.84281799,17
146,35.2204937,126.8424079,17
792,35.21985977,126.84373456,17
780,35.21997085,126.84231802,17
756,35.21877657,126.84381792,17
1995,35.21991531,126.84281798,17
1233,35.21877657,126.84381792,17
1386,35.2192765,126.8430402,17
232,35.21947093,126.84376235,17
502,35.21985977,126.84373456,17
185,35.2200264,126.84251245,17
1813,35.21860992,126.84379015,17
1226,35.21910984,126.84231804,17
358,35.22022083,126.84306795,17
354,35.21947091,126.84281799,17
39,35.21991531,126.84281798,17
1319,35.21947091,126.84281799,17
1825,35.21991531,126.8427902,17
1621,35.22022083,126.84306795,17
1624,35.21880434,126.84379014,17
167,35.21947091,126.84281799,17
2012,35.21991531,126.8427902,17
245,35.21927649,126.84279022,17
1267,35.21877657,126.84381792,17
279,35.21944314,126.84281799,17
1931,35.22138739,126.84420671,18
2032,35.22033195,126.84429006,18
1287,35.22030419,126.84506777,18
1951,35.22033195,126.84429006,18
740,35.22030419,126.84476224,18
732,35.22163735,126.84351232,18
1358,35.22083188,126.84304016,18
607,35.22083188,126.84304016,18
1223,35.22163735,126.84351232,18
1946,35.22033195,126.84429006,18
1937,35.22135961,126.84373453,18
8,35.22163735,126.84351232,18
38,35.2277142438336,126.83919127883524,18
798,35.22033195,126.84429006,18
25,35.22160957,126.84304014,18
1294,35.22033195,126.84429006,18
112,35.22083187,126.84281795,18
1915,35.22033195,126.84429006,18
1105,35.22135961,126.84373453,18
161,35.22033195,126.84429006,18
158,35.22163735,126.84351232,18
82,35.22160959,126.84440113,18
62,35.22172066,126.84306791,18
1082,35.22163736,126.84415115,18
677,35.22033195,126.84429006,18
631,35.22033195,126.84429006,18
87,35.22152643200226,126.84409080031608,18
88,35.2214268,126.8419316,18
1848,35.22033195,126.84429006,18
633,35.22163736,126.84415115,18
668,35.2203875,126.84426228,18
1843,35.22033195,126.84429006,18
90,35.22030419,126.84476224,18
123,35.22083189,126.84373454,18
1832,35.22033195,126.84429006,18
113,35.22083188,126.84304016,18
841,35.22019395209588,126.84387482831032,18
1780,35.22135961,126.84373453,18
1792,35.22033195,126.84429006,18
1776,35.22138739,126.84420671,18
1028,35.22152643200226,126.84409080031608,18
1875,35.22041526,126.84342902,18
1794,35.22033195,126.84429006,18
1771,35.22033195,126.84429006,18
843,35.22133184,126.84401228,18
120,35.2203875,126.84426228,18
103,35.22163735,126.84351232,18
408,35.22033195,126.84429006,18
410,35.22163735,126.84351232,18
106,35.22033195,126.84429006,18
77,35.22163736,126.84415115,18
1668,35.22160957,126.84351232,18
69,35.22169289,126.84304014,18
1149,35.22152643200226,126.84409080031608,18
1146,35.22033195,126.84429006,18
203,35.22083187,126.84281795,18
206,35.22019395209588,126.84387482831032,18
1156,35.22152643200226,126.84409080031608,18
1886,35.22033195,126.84429006,18
1552,35.2203875,126.84426228,18
210,35.22033195,126.84429006,18
1594,35.22083189,126.84373454,18
68,35.22160957,126.84304014,18
1884,35.22033195,126.84429006,18
1895,35.22033195,126.84429006,18
1906,35.22033195,126.84429006,18
76,35.22166513,126.84376229,18
177,35.22030419,126.84506777,18
173,35.22030419,126.84476224,18
67,35.22160957,126.84304014,18
172,35.22030419,126.84476224,18
165,35.2208319,126.84437337,18
813,35.22033195,126.84429006,18
1543,35.22160957,126.84351232,18
1754,35.2089447,126.8647052,19
1753,35.20880584,126.86592732,19
1637,35.20969461,126.86470519,19
1763,35.20983351,126.86623282,19
1526,35.20983351,126.86623282,19
1490,35.20836144,126.86512185,19
1475,35.207907919817,126.86512661940536,19
114,35.20983349,126.86498294,19
550,35.20880583,126.86495519,19
1751,35.207907919817,126.86512661940536,19
623,35.20880583,126.86495519,19
506,35.20969461,126.86470519,19
561,35.20791705,126.86539961,19
1650,35.2096989,126.8662079,19
1366,35.20791705,126.86539961,19
1674,35.20875802337949,126.86312560481238,19
1597,35.20791705,126.86539961,19
1595,35.20897248,126.86526071,19
1680,35.207907919817,126.86512661940536,19
1589,35.20880583,126.86495519,19
1696,35.207907919817,126.86512661940536,19
1563,35.20872247,126.86314979,19
1704,35.20791705,126.86539961,19
1721,35.2095602,126.8646882,19
1722,35.20836144,126.86512185,19
1555,35.20897248,126.86509406,19
2007,35.20727897411336,126.86795070804324,19
1638,35.21138884,126.8630664,19
547,35.21136106,126.8630664,19
1749,35.20969461,126.86470519,19
1673,35.20897248,126.86526071,19
720,35.20836144,126.86512185,19
479,35.20836144,126.86512185,19
1160,35.20880583,126.86495519,19
1251,35.20897248,126.86526071,19
989,35.20836144,126.86512185,19
823,35.20872247,126.86314979,19
399,35.20897248,126.86526071,19
330,35.20836144,126.86512185,19
888,35.20791705,126.86539961,19
1192,35.21288887,126.87520418,20
1193,35.21672177,126.87498188,20
522,35.2144571,126.8790766,20
1247,35.21416651,126.87520414,20
663,35.21416651,126.87520414,20
1205,35.21288887,126.87520418,20
1767,35.21263888,126.87420427,20
641,35.21672177,126.87498188,20
248,35.21288887,126.87520418,20
1339,35.214208392428624,126.87745456896558,20
751,35.21288887,126.87520418,20
1379,35.21347215,126.87559302,20
89,35.21427754,126.87167668,20
1373,35.21394432,126.87620406,20
419,35.2140295,126.8773976,20
477,35.21288887,126.87520418,20
481,35.21416651,126.87520414,20
737,35.21288887,126.87520418,20
1717,35.21288887,126.87520418,20
728,35.21288887,126.87520418,20
1683,35.214208392428624,126.87745456896558,20
1998,35.21263888,126.87400984,20
1596,35.2140295,126.8773976,20
349,35.21288887,126.87520418,20
1072,35.21427754,126.87167668,20
1640,35.21427754,126.87167668,20
287,35.21444426,126.87553744,20
1578,35.21288887,126.87520418,20
1471,35.214208392428624,126.87745456896558,20
673,35.21202782,126.8731766,20
1531,35.20741674,126.84406818,21
85,35.20897209,126.84223497,21
84,35.208565092976386,126.84433638967936,21
169,35.20897209,126.84223497,21
1599,35.20741674,126.84406818,21
1603,35.20613916,126.84704017,21
257,35.208565092976386,126.84433638967936,21
1514,35.20741674,126.84406818,21
711,35.208565092976386,126.84433638967936,21
2027,35.20914682258683,126.84192466824848,21
1625,35.20897209,126.84226275,21
138,35.20897209,126.84226275,21
1107,35.20897209,126.84226275,21
319,35.208565092976386,126.84433638967936,21
1184,35.20897209,126.84223497,21
382,35.2086527628611,126.84354783259197,21
1444,35.20738892,126.84137398,21
1053,35.20897209,126.84223497,21
1434,35.20897209,126.84223497,21
1076,35.20897209,126.84223497,21
826,35.20897209,126.84223497,21
1207,35.20741674,126.84406818,21
1423,35.20741674,126.84406818,21
735,35.20897209,126.84226275,21
1550,35.20747227,126.84256831,21
1017,35.20741674,126.84406818,21
137,35.20897209,126.84223497,21
1800,35.20914682258683,126.84192466824848,21
538,35.2086527628611,126.84354783259197,21
1090,35.20897209,126.84223497,21
467,35.20897209,126.84226275,21
789,35.20897209,126.84226275,21
620,35.20897209,126.84223497,21
771,35.208565092976386,126.84433638967936,21
442,35.20863200303578,126.84373194780626,21
928,35.20741674,126.84406818,21
768,35.20741674,126.84406818,21
468,35.208565092976386,126.84433638967936,21
1889,35.20766675,126.84598467,21
941,35.20897209,126.84223497,21
1607,35.19714007,126.84045765,22
1125,35.19714007,126.84045765,22
1293,35.19714007,126.84045765,22
790,35.19714007,126.84045765,22
1768,35.19714007,126.84045765,22
1765,35.19714007,126.84045765,22
1525,35.19480689,126.83418048,22
581,35.19714007,126.84045765,22
1187,35.19672343,126.83934664,22
1268,35.19672343,126.83937442,22
1989,35.19700115,126.8380412,22
832,35.2166379,126.84279028,23
1013,35.21666567,126.84240143,23
178,35.21666567,126.84240143,23
589,35.21666567,126.84240143,23
669,35.21663792,126.8437902,23
1314,35.21680455,126.84279028,23
535,35.21666567,126.84234588,23
1211,35.217709989443215,126.84212070664388,23
1210,35.217709989443215,126.84212070664388,23
599,35.21602687,126.84376244,23
921,35.21666567,126.84240143,23
914,35.217709989443215,126.84212070664388,23
602,35.21663793,126.84431793,23
974,35.2171934,126.84329023,23
2,35.21722116,126.84245697,23
40,35.21680455,126.84279028,23
837,35.2166379,126.84279028,23
142,35.21680455,126.84279028,23
1898,35.21787817691165,126.84274509967962,23
585,35.21689920770985,126.8401706087936,23
235,35.21680455,126.84279028,23
939,35.21680455,126.84279028,23
661,35.21680455,126.84279028,23
396,35.21666567,126.84240143,23
521,35.21722116,126.84245697,23
646,35.21608241,126.84273475,23
528,35.21719342,126.84448457,23
1132,35.21666567,126.84240143,23
637,35.21666567,126.84234588,23
1133,35.21663792,126.8437902,23
34,35.21689920770985,126.8401706087936,23
596,35.2166379,126.84279028,23
183,35.21663791,126.84337357,23
1343,35.21680455,126.84279028,23
1161,35.2155359699793,126.84227634146582,23
760,35.21666567,126.84240143,23
820,35.21663791,126.84337357,23
424,35.21602687,126.84376244,23
1153,35.21663792,126.8437902,23
1864,35.21787817691165,126.84274509967962,23
1962,35.21787817691165,126.84274509967962,23
1232,35.21663791,126.84337357,23
670,35.21663792,126.8437902,23
1601,35.21680455,126.84279028,23
518,35.21722116,126.84245697,23
1896,35.21563803,126.84351247,23
1279,35.21663791,126.84337357,23
896,35.21680455,126.84279028,23
1812,35.189696,126.81329357,24
1961,35.189696,126.81329357,24
1963,35.189696,126.81329357,24
878,35.18991818,126.81226588,24
556,35.19116807,126.81393237,24
1815,35.189696,126.81329357,24
1816,35.189696,126.81329357,24
2035,35.189696,126.81329357,24
899,35.212916,126.83681868,25
204,35.212938989738205,126.83596462097547,25
222,35.21319375,126.83687423,25
1117,35.21293224192996,126.83727061034052,25
778,35.212938989738205,126.83596462097547,25
1177,35.21241603,126.83540216,25
819,35.21286043,126.83581877,25
601,35.21286043,126.83581877,25
342,35.21261048,126.83687424,25
291,35.21293224192996,126.83727061034052,25
202,35.21261048,126.83687424,25
1143,35.21305488,126.83731864,25
1684,35.212474,126.836524,25
1122,35.21333262,126.83684645,25
1534,35.211643,126.836221,25
1634,35.21241603,126.83540216,25
1113,35.21327708,126.83742973,25
1301,35.21241603,126.83540216,25
1954,35.214989490550046,126.836906114551,25
365,35.21211051,126.83565214,25
1169,35.21241603,126.83540216,25
1505,35.21319375,126.83687423,25
1665,35.21319375,126.83687423,25
1284,35.21286043,126.83581877,25
1604,35.21241606,126.83720755,25
1086,35.21241606,126.83720755,25
369,35.21241603,126.83540216,25
55,35.21286043,126.83581877,25
1290,35.21252713,126.83529105,25
570,35.2156623,126.8352646,25
1139,35.21293224192996,126.83727061034052,25
530,35.21261048,126.83687424,25
480,35.212938989738205,126.83596462097547,25
1461,35.21286043,126.83581877,25
1025,35.21305488,126.83731864,25
734,35.21319375,126.83687423,25
1974,35.2128049,126.83690201,25
1784,35.2128049,126.83690201,25
1213,35.21241606,126.83720755,25
2016,35.2128049,126.83690201,25
1407,35.21286043,126.83581877,25
243,35.212938989738205,126.83596462097547,25
1897,35.21308266,126.83770749,25
848,35.212916,126.83681868,25
557,35.212938989738205,126.83596462097547,25
1821,35.21308266,126.83770749,25
955,35.21305488,126.83731864,25
1823,35.21308266,126.83770749,25
1894,35.21308266,126.83770749,25
454,35.21286043,126.83581877,25
474,35.21344373,126.83781858,25
1840,35.21529712286137,126.83816164032712,25
259,35.21286043,126.83581877,25
1841,35.21308266,126.83770749,25
1844,35.214989490550046,126.836906114551,25
1846,35.21308266,126.83770749,25
1347,35.21286043,126.83581877,25
981,35.21286043,126.83581877,25
1862,35.21529712286137,126.83816164032712,25
117,35.21319375,126.836902,25
1774,35.2128049,126.83690201,25
1787,35.21308266,126.83770749,25
1548,35.21293224192996,126.83727061034052,25
1970,35.214989490550046,126.836906114551,25
1734,35.21286043,126.83581877,25
124,35.21293224192996,126.83727061034052,25
1988,35.2128049,126.83690201,25
1050,35.21241603,126.83540216,25
667,35.21316597,126.83687423,25
666,35.21316597,126.83687423,25
943,35.21286043,126.83581877,25
1986,35.214989490550046,126.836906114551,25
118,35.21319375,126.836902,25
1257,35.1853356,126.82607033,26
1069,35.1853356,126.82607033,26
871,35.1853356,126.82604255,26
898,35.1853356,126.82607033,26
742,35.18761312,126.82623692,26
1134,35.1853356,126.82607033,26
833,35.1853356,126.82607033,26
1764,35.18061412,126.83829158,26
1568,35.21488826,126.85220616,27
1991,35.21516599,126.85115069,27
1068,35.21430497,126.85128959,27
853,35.2165361,126.8519008,27
43,35.21394391,126.85181733,27
1922,35.21516599,126.85115069,27
81,35.21430499,126.8520673,27
968,35.21430499,126.8520673,27
2008,35.21516599,126.85115069,27
1137,35.21488826,126.85234504,27
690,35.21513821,126.85115069,27
131,35.21538819,126.85131734,27
973,35.21488826,126.85220616,27
1885,35.21516599,126.85115069,27
1945,35.21380503,126.85126183,27
92,35.21513821,126.85115069,27
922,35.21394391,126.85181733,27
1944,35.21380503,126.85126183,27
947,35.21394389,126.85059522,27
1994,35.21516599,126.85115069,27
1119,35.21394389,126.85059522,27
1048,35.21488826,126.85220616,27
1015,35.21641589,126.85387264,27
1014,35.21488826,126.85234504,27
386,35.21430499,126.8520673,27
1009,35.21488826,126.85220616,27
1008,35.21513821,126.85115069,27
999,35.214867449410704,126.85236137427384,27
446,35.21394391,126.85181733,27
1058,35.21536043,126.8524839,27
543,35.21430499,126.8520673,27
919,35.21488826,126.85220616,27
1938,35.21394389,126.85056744,27
493,35.21513821,126.85115069,27
879,35.21644364,126.85217835,27
1626,35.21394391,126.85181733,27
604,35.21430499,126.8520673,27
1306,35.21488826,126.85220616,27
214,35.21430499,126.8520673,27
1459,35.21394391,126.85181733,27
1196,35.21519378,126.85248391,27
1158,35.21517624862601,126.85275635385916,27
1420,35.21394391,126.85181733,27
1258,35.21488826,126.85220616,27
2025,35.21516599,126.85115069,27
1236,35.21488826,126.85220616,27
1337,35.21488826,126.85220616,27
1238,35.21433276,126.85203952,27
2029,35.21516599,126.85115069,27
1368,35.21513821,126.85115069,27
504,35.21394391,126.85181733,27
1353,35.21488826,126.85220616,27
1274,35.21488826,126.85220616,27
704,35.21430499,126.8520673,27
1344,35.21488826,126.85220616,27
1540,35.21488826,126.85220616,27
498,35.214867449410704,126.85236137427384,27
1288,35.21488826,126.85234504,27
1883,35.18864084,126.82948661,28
1221,35.18966848,126.82845889,28
2010,35.19102945,126.82898659,28
1380,35.19105726,126.83090309,28
140,35.18966848,126.82845889,28
1728,35.21577757,126.88328672,29
1636,35.21847163,126.87875928,29
1608,35.220286,126.880179,29
1724,35.21577757,126.88328672,29
532,35.21883276,126.88228673,29
852,35.21847163,126.87875928,29
30,35.222323168120404,126.8496566092868,30
730,35.22247069,126.84951177,30
383,35.222323168120404,126.8496566092868,30
1112,35.22247069,126.84951177,30
1643,35.22241514,126.84948399,30
1644,35.22249846,126.84951177,30
579,35.22249846,126.84951177,30
903,35.22160965,126.84820635,30
606,35.22249846,126.84951177,30
1097,35.22247069,126.84951177,30
1062,35.22241514,126.84948399,30
1096,35.22249846,126.84951177,30
157,35.22241514,126.84948399,30
1064,35.22241514,126.84948399,30
136,35.22249846,126.84951177,30
156,35.22241514,126.84948399,30
155,35.22241514,126.84948399,30
390,35.22241514,126.84948399,30
1492,35.222323168120404,126.8496566092868,30
152,35.22247069,126.84951177,30
1270,35.22241514,126.84948399,30
1039,35.22241514,126.84948399,30
1909,35.22249846,126.84951177,30
305,35.22241514,126.84948399,30
1891,35.2257684895873,126.85173089360116,30
476,35.22241514,126.84948399,30
78,35.22241514,126.84948399,30
79,35.22241514,126.84948399,30
80,35.22241514,126.84948399,30
1546,35.22249846,126.84951177,30
703,35.222323168120404,126.8496566092868,30
1863,35.22241514,126.84948399,30
1248,35.22241514,126.84948399,30
977,35.22249846,126.84951177,30
1242,35.22241514,126.84948399,30
733,35.22241514,126.84948399,30
1240,35.22241514,126.84948399,30
314,35.22241514,126.84948399,30
1839,35.22249846,126.84951177,30
1378,35.22241514,126.84948399,30
1824,35.22249846,126.84951177,30
1235,35.22241514,126.84948399,30
1809,35.22241514,126.84948399,30
470,35.22241514,126.84948399,30
1541,35.22241514,126.84948399,30
520,35.22241514,126.84948399,30
942,35.22241514,126.84948399,30
562,35.222323168120404,126.8496566092868,30
86,35.22249846,126.84951177,30
1632,35.222323168120404,126.8496566092868,30
1536,35.22241514,126.84948399,30
1063,35.22241514,126.84948399,30
1588,35.222323168120404,126.8496566092868,30
713,35.22241514,126.84948399,30
184,35.22241514,126.84948399,30
188,35.22249846,126.84951177,30
574,35.22241514,126.84948399,30
1609,35.22241514,126.84948399,30
1298,35.22249846,126.84951177,30
1521,35.22249846,126.84951177,30
1166,35.22249846,126.84951177,30
697,35.22249846,126.84951177,30
1520,35.22241514,126.84948399,30
1280,35.222323168120404,126.8496566092868,30
1957,35.22241514,126.84948399,30
182,35.22241514,126.84948399,30
1956,35.22249846,126.84951177,30
1340,35.21129365941357,126.8476560925161,31
671,35.2113266531664,126.84975535727185,31
448,35.21238851,126.85015085,31
430,35.21058313,126.84873435,31
216,35.2113266531664,126.84975535727185,31
551,35.2113266531664,126.84975535727185,31
887,35.2122496,126.84837323,31
385,35.2122496,126.84837323,31
